lead_id,created_at,brand,utm_source,utm_medium,utm_campaign,lead_status,deal_amount_usd
L-79974,2026-06-22 11:40:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-73583,2026-07-14 09:26:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-75203,2026-07-09 22:16:00,NMB,,,,Lead,
L-79908,2026-05-23 12:11:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-76319,2026-05-05 12:51:00,AUR,,,,MQL,
L-77537,2026-05-14 20:20:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80946,2026-07-04 14:24:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Closed Won,8800
L-77620,2026-05-20 11:51:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71208,2026-05-14 14:49:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-75691,2026-05-23 14:21:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-78039,2026-06-17 21:47:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-73670,2026-07-19 12:32:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,SQL,
L-80276,2026-06-10 21:00:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,SQL,
L-73994,2026-05-19 08:55:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-73990,2026-05-17 18:03:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-70126,2026-05-17 13:24:00,AUR,,,,Closed Won,2400
L-78379,2026-07-10 18:41:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80355,2026-06-29 15:16:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-71327,2026-05-23 19:20:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-79554,2026-06-27 17:50:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-72955,2026-06-04 18:11:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-81270,2026-06-10 22:26:00,NMB,TikTok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-75476,2026-07-30 18:48:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-75807,2026-06-06 09:58:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-73471,2026-07-07 22:23:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-72380,2026-07-15 18:25:00,AUR,,,,SQL,
L-73795,2026-07-27 17:40:00,PKF,,,,Lead,
L-79812,2026-07-25 14:08:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-77033,2026-05-10 17:01:00,AUR,adwords,cpc,AUR_EU_Search_NonBrand_2026Q2,SQL,
L-72912,2026-06-01 18:30:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-76609,2026-06-10 10:05:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-81169,2026-05-01 16:47:00,NMB,,,,MQL,
L-78612,2026-07-26 21:33:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71652,2026-06-21 18:52:00,AUR,,,,MQL,
L-80366,2026-07-02 14:16:00,AUR,,,,Lead,
L-76446,2026-05-21 19:47:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-74167,2026-06-16 12:39:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-78843,2026-05-31 09:30:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,Lead,
L-78881,2026-06-13 12:29:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,MQL,
L-70883,2026-07-18 19:38:00,AUR,,,,Lead,
L-73028,2026-06-08 22:01:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-79829,2026-07-27 13:47:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-71373,2026-05-26 15:04:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-76657,2026-06-17 22:20:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-70800,2026-07-11 21:44:00,AUR,,,,MQL,
L-71177,2026-05-10 08:31:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-76781,2026-07-03 15:39:00,AUR,,,,Lead,
L-76612,2026-06-13 17:24:00,AUR,,,,MQL,
L-74327,2026-07-12 20:43:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-70395,2026-06-12 10:26:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-79566,2026-07-02 14:05:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-77096,2026-05-23 12:01:00,AUR,adwords,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-71935,2026-07-14 17:40:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-75711,2026-05-26 17:43:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-74480,2026-05-03 19:35:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77352,2026-07-25 09:28:00,AUR,,,,SQL,
L-75958,2026-06-26 12:07:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-80003,2026-07-04 09:47:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-74688,2026-05-23 13:33:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74460,2026-07-31 11:01:00,PKF,,,,Lead,
L-77781,2026-05-30 18:19:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-75281,2026-07-15 21:38:00,NMB,,,,Lead,
L-76437,2026-05-20 17:35:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-75765,2026-06-03 19:39:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,SQL,
L-80262,2026-06-10 18:28:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-77475,2026-05-10 12:54:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-77828,2026-06-04 15:24:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-72657,2026-05-16 13:11:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-70032,2026-05-06 19:25:00,AUR,,,,Lead,
L-74149,2026-06-14 14:40:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-71879,2026-07-09 16:33:00,AUR,,,,Lead,
L-77813,2026-06-02 20:16:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,8800
L-71216,2026-05-14 13:09:00,AUR,,,,MQL,
L-76257,2026-07-29 09:35:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-76170,2026-07-18 18:14:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-75942,2026-06-25 21:46:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-79030,2026-07-20 09:30:00,PKF,google,cpc,pkf|nonbrand|search|may26,MQL,
L-81728,2026-05-30 10:11:00,PKF,google,paid_social,(not set),MQL,
L-72321,2026-07-02 10:08:00,AUR,,,,Lead,
L-81106,2026-07-21 21:35:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-76794,2026-07-03 15:21:00,AUR,,,,MQL,
L-71152,2026-05-08 08:51:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-74114,2026-06-08 16:44:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-79432,2026-06-12 10:42:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-71122,2026-05-08 09:33:00,AUR,,,,MQL,
L-72451,2026-05-03 22:54:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-73291,2026-06-24 10:30:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-73338,2026-06-27 21:57:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-72958,2026-06-05 12:55:00,PKF,,,,Lead,
L-74174,2026-06-19 14:03:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-74051,2026-05-26 22:58:00,PKF,,,,Lead,
L-79322,2026-06-02 10:24:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-71930,2026-07-15 16:26:00,AUR,,,,MQL,
L-74463,2026-07-31 14:32:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-79268,2026-05-26 10:47:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Closed Won,8800
L-74669,2026-05-21 22:48:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77023,2026-05-06 20:05:00,AUR,,,,SQL,
L-79482,2026-06-21 17:33:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-76765,2026-06-29 17:08:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-73821,2026-07-28 18:47:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-71939,2026-07-16 17:33:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,SQL,
L-75297,2026-07-16 08:03:00,NMB,,,,Lead,
L-82238,2026-07-15 19:38:00,PKF,google,paid_social,(not set),Lead,
L-72666,2026-05-14 17:31:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-73682,2026-07-18 21:04:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-79163,2026-05-12 22:00:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-76835,2026-07-11 21:50:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-80123,2026-05-03 15:41:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-80499,2026-05-01 11:17:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-82041,2026-06-27 10:50:00,PKF,google,paid_social,(not set),Lead,
L-71486,2026-06-04 22:40:00,AUR,,,,Lead,
L-78908,2026-06-18 19:11:00,PKF,google,cpc,pkf|nonbrand|search|may26,MQL,
L-74769,2026-05-30 10:09:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76949,2026-07-24 12:39:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-70366,2026-06-08 10:38:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-79419,2026-06-12 10:46:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-71701,2026-06-26 14:04:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-75739,2026-05-29 15:15:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-73459,2026-07-05 10:44:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-71764,2026-06-30 14:33:00,AUR,,,,Lead,
L-77799,2026-05-30 16:51:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-78969,2026-07-05 21:04:00,PKF,google,cpc,pkf|nonbrand|search|may26,MQL,
L-73993,2026-05-18 22:38:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-81133,2026-07-27 21:09:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-78662,2026-07-28 18:17:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,1900
L-78985,2026-07-09 14:28:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,SQL,
L-79156,2026-05-10 22:44:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-76140,2026-07-16 20:17:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-78786,2026-05-20 09:00:00,PKF,google,cpc,pkf|nonbrand|search|may26,SQL,
L-81165,2026-07-31 15:40:00,PKF,,,,Lead,
L-74352,2026-07-16 22:27:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-78499,2026-07-16 16:20:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-75643,2026-05-20 22:30:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76674,2026-06-21 18:24:00,AUR,,,,Lead,
L-80967,2026-07-07 15:38:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-75490,2026-07-31 22:32:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-77909,2026-06-09 22:52:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-79862,2026-07-30 15:54:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-71289,2026-05-18 14:10:00,AUR,,,,Lead,
L-79784,2026-07-22 20:43:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-80417,2026-07-11 09:11:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-78833,2026-05-29 11:12:00,PKF,google,cpc,pkf|nonbrand|search|may26,MQL,
L-74031,2026-05-23 09:48:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,SQL,
L-75361,2026-07-23 11:48:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-72716,2026-05-18 09:55:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,MQL,
L-75826,2026-06-10 13:46:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-77500,2026-05-11 17:24:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-75103,2026-06-28 15:34:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73913,2026-05-09 16:19:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-78717,2026-05-05 22:25:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-71346,2026-05-22 20:20:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-80340,2026-06-24 08:10:00,AUR,,,,Lead,
L-74789,2026-06-02 21:41:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77621,2026-05-19 12:07:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70262,2026-05-29 16:22:00,AUR,,,,Lead,
L-70925,2026-07-21 15:13:00,AUR,,,,Lead,
L-76946,2026-07-26 11:11:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-71573,2026-06-13 10:29:00,AUR,,,,SQL,
L-71744,2026-06-28 13:51:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-74065,2026-05-30 14:21:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-75430,2026-07-28 12:11:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72003,2026-07-22 16:26:00,AUR,,,,Closed Won,8800
L-77035,2026-05-09 08:33:00,AUR,,,,SQL,
L-70895,2026-07-18 10:33:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,SQL,
L-72907,2026-05-30 19:04:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-76812,2026-07-08 08:31:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-76262,2026-07-30 19:45:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Closed Won,8800
L-77565,2026-05-16 21:28:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-72540,2026-05-08 13:35:00,PKF,,,,Lead,
L-76653,2026-06-17 15:29:00,AUR,,,,MQL,
L-72897,2026-05-30 09:29:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-81095,2026-07-21 13:41:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-72705,2026-05-18 20:21:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-74060,2026-05-27 11:06:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-82075,2026-06-30 08:55:00,NMB,google,paid_social,(not set),MQL,
L-79968,2026-06-20 09:40:00,NMB,adwords,cpc,NMB_US_PMax_2026Q2,Closed Won,5200
L-77851,2026-06-04 21:06:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71872,2026-07-10 16:52:00,AUR,,,,SQL,
L-81101,2026-07-23 09:39:00,PKF,,,,Lead,
L-74608,2026-05-14 14:10:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74673,2026-05-20 22:25:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76601,2026-06-11 15:56:00,AUR,,,,Lead,
L-71502,2026-06-07 14:31:00,AUR,,,,SQL,
L-81400,2026-05-02 17:48:00,AUR,,,,Lead,
L-78349,2026-07-08 10:09:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-82418,2026-07-31 18:30:00,PKF,google,paid_social,(not set),MQL,
L-75474,2026-07-30 08:57:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-76149,2026-07-16 20:49:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-71734,2026-06-29 17:39:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-80490,2026-07-31 21:56:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,SQL,
L-72278,2026-06-19 08:03:00,AUR,meta,paid_social,aurelia|prospecting|meta|may26,Lead,
L-71277,2026-05-18 11:55:00,AUR,,,,Lead,
L-79930,2026-05-31 17:44:00,NMB,adwords,cpc,NMB_US_PMax_2026Q2,SQL,
L-77919,2026-06-09 22:23:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-79202,2026-05-15 15:48:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-79324,2026-06-03 22:08:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-80661,2026-05-26 21:08:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-81978,2026-06-22 22:39:00,PKF,google,paid_social,(not set),SQL,
L-74300,2026-07-05 15:46:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-70924,2026-07-20 20:07:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-77722,2026-05-25 10:43:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71092,2026-05-03 11:09:00,AUR,,,,SQL,
L-80790,2026-06-11 08:40:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-77597,2026-05-20 10:32:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-73954,2026-05-14 13:38:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-70123,2026-05-16 10:29:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-74115,2026-06-09 12:14:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-81555,2026-05-15 07:31:00,PKF,google,paid_social,(not set),Lead,
L-73124,2026-06-15 10:46:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-75538,2026-05-06 12:35:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-72413,2026-07-26 22:03:00,AUR,meta,paid_social,aurelia|prospecting|meta|may26,MQL,
L-73714,2026-07-20 19:38:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-70051,2026-05-08 09:32:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-71124,2026-05-08 11:44:00,AUR,,,,Lead,
L-72729,2026-05-20 18:38:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,SQL,
L-78314,2026-07-05 11:14:00,PKF,,,,Lead,
L-74442,2026-07-26 10:23:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-78057,2026-06-18 19:02:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-72501,2026-05-04 16:34:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-73178,2026-06-17 22:25:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-78593,2026-07-23 16:24:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-71920,2026-07-14 08:18:00,AUR,,,,Lead,
L-71662,2026-06-22 11:35:00,AUR,,,,Lead,
L-75283,2026-07-17 11:51:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-82275,2026-07-18 11:02:00,NMB,google,paid_social,(not set),Lead,
L-73088,2026-06-12 11:44:00,PKF,,,,Lead,
L-78566,2026-07-23 21:31:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-77344,2026-07-24 14:27:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-75913,2026-06-21 22:47:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-80324,2026-06-23 17:39:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-79651,2026-07-10 18:19:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-75215,2026-07-10 16:05:00,NMB,,,,Lead,
L-76456,2026-05-22 19:18:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-72233,2026-06-03 20:09:00,AUR,,,,Lead,
L-75280,2026-07-17 21:52:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-80254,2026-06-05 13:25:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,SQL,
L-73009,2026-06-06 14:57:00,PKF,,,,MQL,
L-72000,2026-07-21 13:45:00,AUR,,,,Lead,
L-82023,2026-06-26 08:58:00,AUR,,,,MQL,
L-73361,2026-06-30 20:32:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-71819,2026-07-03 11:06:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-70128,2026-05-16 18:47:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-82168,2026-07-08 13:51:00,NMB,google,paid_social,(not set),Lead,
L-71059,2026-05-01 11:25:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-81584,2026-05-18 17:41:00,AUR,google,paid_social,(not set),Lead,
L-79058,2026-07-28 18:09:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-70705,2026-07-05 11:33:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-81154,2026-07-31 18:16:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,SQL,
L-74800,2026-06-02 08:02:00,NMB,,,,Lead,
L-75528,2026-05-07 14:20:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-71419,2026-05-29 10:45:00,AUR,,,,SQL,
L-72786,2026-05-21 08:46:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-76459,2026-05-21 15:48:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-71423,2026-05-28 21:04:00,AUR,,,,Lead,
L-70747,2026-07-09 10:42:00,AUR,,,,Lead,
L-77831,2026-06-03 22:00:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-73244,2026-06-23 08:12:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-77593,2026-05-18 16:11:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,5200
L-80974,2026-07-06 22:08:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-81461,2026-05-07 11:08:00,AUR,,,,Lead,
L-70286,2026-05-31 22:23:00,AUR,,,,Lead,
L-73554,2026-07-11 22:22:00,PKF,,,,Closed Won,5200
L-78645,2026-07-27 08:53:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-71838,2026-07-05 12:07:00,AUR,,,,MQL,
L-73827,2026-07-28 13:47:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-71849,2026-07-08 15:26:00,AUR,,,,MQL,
L-82082,2026-07-01 17:43:00,PKF,google,paid_social,(not set),Lead,
L-74536,2026-05-07 22:17:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-79592,2026-07-02 10:57:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-82070,2026-06-30 22:20:00,PKF,google,paid_social,(not set),Lead,
L-72268,2026-06-14 17:31:00,AUR,,,,MQL,
L-76527,2026-05-30 21:30:00,AUR,,,,Lead,
L-81076,2026-07-19 16:09:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-76559,2026-06-04 21:40:00,AUR,,,,Closed Won,2400
L-82111,2026-07-04 17:20:00,AUR,,,,SQL,
L-70540,2026-06-25 16:20:00,AUR,,,,Lead,
L-78319,2026-07-06 08:22:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71463,2026-06-01 13:23:00,AUR,,,,Lead,
L-78695,2026-07-29 19:31:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-77385,2026-05-01 13:58:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-75426,2026-07-27 20:40:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73650,2026-07-16 18:46:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-81356,2026-07-20 13:41:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,MQL,
L-79427,2026-06-13 22:33:00,NMB,,,,MQL,
L-76950,2026-07-26 09:26:00,AUR,,,,SQL,
L-79809,2026-07-25 16:30:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-77073,2026-05-18 08:30:00,AUR,adwords,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-72556,2026-05-08 21:06:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-78243,2026-07-01 21:51:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-71460,2026-06-03 19:21:00,AUR,,,,MQL,
L-81988,2026-06-23 22:09:00,AUR,google,paid_social,(not set),Lead,
L-71237,2026-05-14 16:11:00,AUR,,,,MQL,
L-70055,2026-05-08 11:56:00,AUR,,,,MQL,
