date,campaign_id,campaign_name,impressions,clicks,spend,conversions,extracted_at
2026-05-24,F-1006,NMB_US_Meta_Prospecting_2026Q2,30874,301,304.64,11,2026-08-01 03:12:44
2026-05-25,F-1006,NMB_US_Meta_Prospecting_2026Q2,38663,439,350.29,13,2026-08-01 03:12:44
2026-05-26,F-1006,NMB_US_Meta_Prospecting_2026Q2,42589,476,367.92,11,2026-08-01 03:12:44
2026-05-27,F-1006,NMB_US_Meta_Prospecting_2026Q2,43059,477,373.66,8,2026-08-01 03:12:44
2026-05-28,F-1006,NMB_US_Meta_Prospecting_2026Q2,42130,481,406.99,14,2026-08-01 03:12:44
2026-05-29,F-1006,NMB_US_Meta_Prospecting_2026Q2,36490,313,374.43,9,2026-08-01 03:12:44
2026-05-30,F-1006,NMB_US_Meta_Prospecting_2026Q2,31000,278,274.41,7,2026-08-01 03:12:44
2026-05-31,F-1006,NMB_US_Meta_Prospecting_2026Q2,33948,366,309.59,6,2026-08-01 03:12:44
2026-06-01,F-1006,NMB_US_Meta_Prospecting_2026Q2,38144,426,360.58,12,2026-08-01 03:12:44
2026-06-02,F-1006,NMB_US_Meta_Prospecting_2026Q2,39965,435,379.16,16,2026-08-01 03:12:44
2026-06-03,F-1006,NMB_US_Meta_Prospecting_2026Q2,44794,459,418.64,13,2026-08-01 03:12:44
2026-06-04,F-1006,NMB_US_Meta_Prospecting_2026Q2,43220,494,377.27,13,2026-08-01 03:12:44
2026-06-05,F-1006,NMB_US_Meta_Prospecting_2026Q2,47626,482,445.81,10,2026-08-01 03:12:44
2026-06-06,F-1006,NMB_US_Meta_Prospecting_2026Q2,31009,316,305.14,4,2026-08-01 03:12:44
2026-06-07,F-1006,NMB_US_Meta_Prospecting_2026Q2,27310,238,247.29,7,2026-08-01 03:12:44
2026-06-08,F-1006,NMB_US_Meta_Prospecting_2026Q2,41567,389,362.95,7,2026-08-01 03:12:44
2026-06-09,F-1006,NMB_US_Meta_Prospecting_2026Q2,53514,524,472.69,11,2026-08-01 03:12:44
2026-06-10,F-1006,NMB_US_Meta_Prospecting_2026Q2,44065,464,436.27,9,2026-08-01 03:12:44
2026-06-11,F-1006,NMB_US_Meta_Prospecting_2026Q2,54739,566,515.45,16,2026-08-01 03:12:44
2026-06-12,F-1006,NMB_US_Meta_Prospecting_2026Q2,44228,394,453.49,4,2026-08-01 03:12:44
2026-06-13,F-1006,NMB_US_Meta_Prospecting_2026Q2,28673,275,272.17,10,2026-08-01 03:12:44
2026-06-14,F-1006,NMB_US_Meta_Prospecting_2026Q2,35571,343,345.92,4,2026-08-01 03:12:44
2026-06-14,F-1006,NMB_US_Meta_Prospecting_2026Q2,35571,343,345.92,4,2026-08-01 03:12:44
2026-06-15,F-1006,NMB_US_Meta_Prospecting_2026Q2,40325,429,373.06,7,2026-08-01 03:12:44
2026-06-16,F-1006,NMB_US_Meta_Prospecting_2026Q2,44357,455,405.88,13,2026-08-01 03:12:44
2026-06-17,F-1006,NMB_US_Meta_Prospecting_2026Q2,46503,448,411.44,13,2026-08-01 03:12:44
2026-06-18,F-1006,NMB_US_Meta_Prospecting_2026Q2,40492,444,426.95,13,2026-08-01 03:12:44
2026-06-19,F-1006,NMB_US_Meta_Prospecting_2026Q2,47945,498,482.65,15,2026-08-01 03:12:44
2026-06-20,F-1006,NMB_US_Meta_Prospecting_2026Q2,30044,283,274.83,7,2026-08-01 03:12:44
2026-06-21,F-1006,NMB_US_Meta_Prospecting_2026Q2,27168,239,278.79,6,2026-08-01 03:12:44
2026-06-22,F-1006,NMB_US_Meta_Prospecting_2026Q2,58417,617,512.48,19,2026-08-01 03:12:44
2026-06-23,F-1006,NMB_US_Meta_Prospecting_2026Q2,41365,352,400.36,9,2026-08-01 03:12:44
2026-06-24,F-1006,NMB_US_Meta_Prospecting_2026Q2,55479,569,529.59,19,2026-08-01 03:12:44
2026-06-25,F-1006,NMB_US_Meta_Prospecting_2026Q2,45619,422,428.31,11,2026-08-01 03:12:44
2026-06-26,F-1006,NMB_US_Meta_Prospecting_2026Q2,47634,541,485.61,17,2026-08-01 03:12:44
2026-06-27,F-1006,NMB_US_Meta_Prospecting_2026Q2,29215,272,286.93,4,2026-08-01 03:12:44
2026-06-28,F-1006,NMB_US_Meta_Prospecting_2026Q2,32559,344,287.85,10,2026-08-01 03:12:44
2026-06-29,F-1006,NMB_US_Meta_Prospecting_2026Q2,50257,545,447.29,18,2026-08-01 03:12:44
2026-06-30,F-1006,NMB_US_Meta_Prospecting_2026Q2,41740,461,402.61,18,2026-08-01 03:12:44
2026-07-01,F-1006,NMB_US_Meta_Prospecting_2026Q2,61846,569,573.33,17,2026-08-01 03:12:44
2026-07-02,F-1006,NMB_US_Meta_Prospecting_2026Q2,53180,541,540.56,17,2026-08-01 03:12:44
2026-07-03,F-1006,NMB_US_Meta_Prospecting_2026Q2,54159,468,489.78,16,2026-08-01 03:12:44
2026-07-04,F-1006,NMB_US_Meta_Prospecting_2026Q2,27680,253,278.04,6,2026-08-01 03:12:44
2026-07-05,F-1006,NMB_US_Meta_Prospecting_2026Q2,33711,301,332.22,8,2026-08-01 03:12:44
2026-07-06,F-1006,NMB_US_Meta_Prospecting_2026Q2,45415,518,398.15,12,2026-08-01 03:12:44
2026-07-07,F-1006,NMB_US_Meta_Prospecting_2026Q2,46635,501,419.37,10,2026-08-01 03:12:44
2026-07-08,F-1006,NMB_US_Meta_Prospecting_2026Q2,46555,434,462.71,0,2026-08-01 03:12:44
2026-07-09,F-1006,NMB_US_Meta_Prospecting_2026Q2,47639,475,478.38,0,2026-08-01 03:12:44
2026-07-10,F-1006,NMB_US_Meta_Prospecting_2026Q2,49270,478,501.18,0,2026-08-01 03:12:44
2026-07-11,F-1006,NMB_US_Meta_Prospecting_2026Q2,30730,338,281.4,0,2026-08-01 03:12:44
2026-07-12,F-1006,NMB_US_Meta_Prospecting_2026Q2,26878,299,277.12,10,2026-08-01 03:12:44
2026-07-13,F-1006,NMB_US_Meta_Prospecting_2026Q2,45851,509,453.23,18,2026-08-01 03:12:44
2026-07-14,F-1006,NMB_US_Meta_Prospecting_2026Q2,56796,553,574.82,15,2026-08-01 03:12:44
2026-07-15,F-1006,NMB_US_Meta_Prospecting_2026Q2,49421,554,442.69,17,2026-08-01 03:12:44
2026-07-16,F-1006,NMB_US_Meta_Prospecting_2026Q2,54004,600,470.79,29,2026-08-01 03:12:44
2026-07-17,F-1006,NMB_US_Meta_Prospecting_2026Q2,48656,438,455.24,12,2026-08-01 03:12:44
2026-07-18,F-1006,NMB_US_Meta_Prospecting_2026Q2,37109,329,371.35,3,2026-08-01 03:12:44
2026-07-19,F-1006,NMB_US_Meta_Prospecting_2026Q2,29840,265,271.26,7,2026-08-01 03:12:44
2026-07-20,F-1006,NMB_US_Meta_Prospecting_2026Q2,56515,643,520.2,20,2026-08-01 03:12:44
2026-07-21,F-1006,NMB_US_Meta_Prospecting_2026Q2,61868,686,583.94,14,2026-08-01 03:12:44
2026-07-22,F-1006,NMB_US_Meta_Prospecting_2026Q2,61470,567,586.51,13,2026-08-01 03:12:44
2026-07-23,F-1006,NMB_US_Meta_Prospecting_2026Q2,62073,665,545.04,10,2026-08-01 03:12:44
2026-07-24,F-1006,NMB_US_Meta_Prospecting_2026Q2,53309,562,496.08,12,2026-08-01 03:12:44
2026-07-25,F-1006,NMB_US_Meta_Prospecting_2026Q2,31579,342,296.53,4,2026-08-01 03:12:44
2026-07-26,F-1006,NMB_US_Meta_Prospecting_2026Q2,36650,364,336.66,7,2026-08-01 03:12:44
2026-07-27,F-1006,NMB_US_Meta_Prospecting_2026Q2,51989,470,453.75,15,2026-08-01 03:12:44
2026-07-28,F-1006,NMB_US_Meta_Prospecting_2026Q2,60240,664,571.72,21,2026-08-01 03:12:44
2026-07-29,F-1006,NMB_US_Meta_Prospecting_2026Q2,51633,589,491.09,10,2026-08-01 03:12:44
2026-07-29,F-1006,NMB_US_Meta_Prospecting_2026Q2,51633,589,528.47,13,2026-08-04 03:09:10
2026-07-30,F-1006,NMB_US_Meta_Prospecting_2026Q2,48641,456,386.01,7,2026-08-01 03:12:44
2026-07-30,F-1006,NMB_US_Meta_Prospecting_2026Q2,48641,456,429.2,10,2026-08-04 03:09:10
2026-07-31,F-1006,NMB_US_Meta_Prospecting_2026Q2,47630,498,421.01,11,2026-08-01 03:12:44
2026-07-31,F-1006,NMB_US_Meta_Prospecting_2026Q2,47630,498,473.72,14,2026-08-04 03:09:10
2026-05-01,F-1007,NMB_US_Meta_Retargeting_2026Q2,15169,250,144.5,8,2026-08-01 03:12:44
2026-05-02,F-1007,NMB_US_Meta_Retargeting_2026Q2,11905,193,104.21,8,2026-08-01 03:12:44
2026-05-03,F-1007,NMB_US_Meta_Retargeting_2026Q2,10788,138,100.65,5,2026-08-01 03:12:44
2026-05-04,F-1007,NMB_US_Meta_Retargeting_2026Q2,18820,281,180.62,15,2026-08-01 03:12:44
2026-05-05,F-1007,NMB_US_Meta_Retargeting_2026Q2,18983,257,165.94,11,2026-08-01 03:12:44
2026-05-06,F-1007,NMB_US_Meta_Retargeting_2026Q2,16604,276,146.19,13,2026-08-01 03:12:44
2026-05-07,F-1007,NMB_US_Meta_Retargeting_2026Q2,21233,365,193.67,11,2026-08-01 03:12:44
2026-05-08,F-1007,NMB_US_Meta_Retargeting_2026Q2,12518,191,129.13,16,2026-08-01 03:12:44
2026-05-09,F-1007,NMB_US_Meta_Retargeting_2026Q2,11542,160,121.39,4,2026-08-01 03:12:44
2026-05-10,F-1007,NMB_US_Meta_Retargeting_2026Q2,13080,201,131.43,15,2026-08-01 03:12:44
2026-05-11,F-1007,NMB_US_Meta_Retargeting_2026Q2,15197,207,139.62,13,2026-08-01 03:12:44
2026-05-12,F-1007,NMB_US_Meta_Retargeting_2026Q2,23085,363,202.73,11,2026-08-01 03:12:44
2026-05-13,F-1007,NMB_US_Meta_Retargeting_2026Q2,17770,288,158.59,6,2026-08-01 03:12:44
2026-05-14,F-1007,NMB_US_Meta_Retargeting_2026Q2,20476,337,181.59,12,2026-08-01 03:12:44
2026-05-15,F-1007,NMB_US_Meta_Retargeting_2026Q2,17771,265,168.49,14,2026-08-01 03:12:44
2026-05-16,F-1007,NMB_US_Meta_Retargeting_2026Q2,10663,159,106.82,3,2026-08-01 03:12:44
2026-05-17,F-1007,NMB_US_Meta_Retargeting_2026Q2,9443,145,98.61,8,2026-08-01 03:12:44
2026-05-18,F-1007,NMB_US_Meta_Retargeting_2026Q2,20242,278,185.96,14,2026-08-01 03:12:44
2026-05-19,F-1007,NMB_US_Meta_Retargeting_2026Q2,14708,225,151.33,12,2026-08-01 03:12:44
2026-05-20,F-1007,NMB_US_Meta_Retargeting_2026Q2,16536,278,152.52,9,2026-08-01 03:12:44
2026-05-21,F-1007,NMB_US_Meta_Retargeting_2026Q2,20335,305,184.88,12,2026-08-01 03:12:44
2026-05-22,F-1007,NMB_US_Meta_Retargeting_2026Q2,16068,261,168.57,13,2026-08-01 03:12:44
2026-05-23,F-1007,NMB_US_Meta_Retargeting_2026Q2,14312,214,129.01,4,2026-08-01 03:12:44
2026-05-24,F-1007,NMB_US_Meta_Retargeting_2026Q2,12377,212,110.22,9,2026-08-01 03:12:44
2026-05-25,F-1007,NMB_US_Meta_Retargeting_2026Q2,16495,271,147.93,9,2026-08-01 03:12:44
2026-05-26,F-1007,NMB_US_Meta_Retargeting_2026Q2,19939,300,178.89,17,2026-08-01 03:12:44
2026-05-27,F-1007,NMB_US_Meta_Retargeting_2026Q2,16068,214,166.97,14,2026-08-01 03:12:44
2026-05-28,F-1007,NMB_US_Meta_Retargeting_2026Q2,17284,287,159.87,17,2026-08-01 03:12:44
2026-05-29,F-1007,NMB_US_Meta_Retargeting_2026Q2,19028,260,190.78,11,2026-08-01 03:12:44
2026-05-30,F-1007,NMB_US_Meta_Retargeting_2026Q2,13017,178,118.58,9,2026-08-01 03:12:44
2026-05-31,F-1007,NMB_US_Meta_Retargeting_2026Q2,13192,211,118.37,11,2026-08-01 03:12:44
2026-06-01,F-1007,NMB_US_Meta_Retargeting_2026Q2,18625,318,195.62,17,2026-08-01 03:12:44
2026-06-02,F-1007,NMB_US_Meta_Retargeting_2026Q2,23446,346,206.81,9,2026-08-01 03:12:44
2026-06-03,F-1007,NMB_US_Meta_Retargeting_2026Q2,20154,266,182.1,11,2026-08-01 03:12:44
2026-06-04,F-1007,NMB_US_Meta_Retargeting_2026Q2,16345,250,152.27,11,2026-08-01 03:12:44
2026-06-05,F-1007,NMB_US_Meta_Retargeting_2026Q2,16849,284,153.41,11,2026-08-01 03:12:44
2026-06-06,F-1007,NMB_US_Meta_Retargeting_2026Q2,15244,241,149.33,9,2026-08-01 03:12:44
2026-06-07,F-1007,NMB_US_Meta_Retargeting_2026Q2,12859,182,121.36,4,2026-08-01 03:12:44
2026-06-08,F-1007,NMB_US_Meta_Retargeting_2026Q2,20796,356,188.16,13,2026-08-01 03:12:44
2026-06-09,F-1007,NMB_US_Meta_Retargeting_2026Q2,15318,252,158.15,6,2026-08-01 03:12:44
2026-06-10,F-1007,NMB_US_Meta_Retargeting_2026Q2,21873,360,222.7,12,2026-08-01 03:12:44
2026-06-11,F-1007,NMB_US_Meta_Retargeting_2026Q2,16528,236,155.06,12,2026-08-01 03:12:44
2026-06-12,F-1007,NMB_US_Meta_Retargeting_2026Q2,15355,255,149.53,10,2026-08-01 03:12:44
2026-06-13,F-1007,NMB_US_Meta_Retargeting_2026Q2,12179,163,119.22,5,2026-08-01 03:12:44
2026-06-14,F-1007,NMB_US_Meta_Retargeting_2026Q2,11147,146,113.61,11,2026-08-01 03:12:44
2026-06-14,F-1007,NMB_US_Meta_Retargeting_2026Q2,11147,146,113.61,11,2026-08-01 03:12:44
2026-06-15,F-1007,NMB_US_Meta_Retargeting_2026Q2,15198,233,155.11,10,2026-08-01 03:12:44
2026-06-16,F-1007,NMB_US_Meta_Retargeting_2026Q2,17821,294,170.95,11,2026-08-01 03:12:44
2026-06-17,F-1007,NMB_US_Meta_Retargeting_2026Q2,22107,349,231.48,10,2026-08-01 03:12:44
2026-06-18,F-1007,NMB_US_Meta_Retargeting_2026Q2,16914,232,172.58,6,2026-08-01 03:12:44
2026-06-19,F-1007,NMB_US_Meta_Retargeting_2026Q2,17941,277,188.56,10,2026-08-01 03:12:44
2026-06-20,F-1007,NMB_US_Meta_Retargeting_2026Q2,14413,191,132.94,10,2026-08-01 03:12:44
2026-06-21,F-1007,NMB_US_Meta_Retargeting_2026Q2,13885,204,122.26,8,2026-08-01 03:12:44
2026-06-22,F-1007,NMB_US_Meta_Retargeting_2026Q2,17759,302,162.19,10,2026-08-01 03:12:44
2026-06-23,F-1007,NMB_US_Meta_Retargeting_2026Q2,20361,284,198.6,12,2026-08-01 03:12:44
2026-06-24,F-1007,NMB_US_Meta_Retargeting_2026Q2,18758,283,176.28,15,2026-08-01 03:12:44
2026-06-25,F-1007,NMB_US_Meta_Retargeting_2026Q2,19163,247,173.9,12,2026-08-01 03:12:44
2026-06-26,F-1007,NMB_US_Meta_Retargeting_2026Q2,18685,252,177.07,14,2026-08-01 03:12:44
2026-06-27,F-1007,NMB_US_Meta_Retargeting_2026Q2,15462,224,152.56,7,2026-08-01 03:12:44
2026-06-28,F-1007,NMB_US_Meta_Retargeting_2026Q2,14063,195,130.85,10,2026-08-01 03:12:44
2026-06-29,F-1007,NMB_US_Meta_Retargeting_2026Q2,24475,371,215.37,16,2026-08-01 03:12:44
2026-06-30,F-1007,NMB_US_Meta_Retargeting_2026Q2,18256,296,186.29,9,2026-08-01 03:12:44
2026-07-01,F-1007,NMB_US_Meta_Retargeting_2026Q2,24040,413,239.17,13,2026-08-01 03:12:44
2026-07-02,F-1007,NMB_US_Meta_Retargeting_2026Q2,18632,264,169.51,12,2026-08-01 03:12:44
2026-07-03,F-1007,NMB_US_Meta_Retargeting_2026Q2,19442,312,197.39,11,2026-08-01 03:12:44
2026-07-04,F-1007,NMB_US_Meta_Retargeting_2026Q2,15243,250,160.2,11,2026-08-01 03:12:44
2026-07-05,F-1007,NMB_US_Meta_Retargeting_2026Q2,14282,207,125.23,7,2026-08-01 03:12:44
2026-07-06,F-1007,NMB_US_Meta_Retargeting_2026Q2,20705,304,191.86,13,2026-08-01 03:12:44
2026-07-07,F-1007,NMB_US_Meta_Retargeting_2026Q2,24561,363,213.98,16,2026-08-01 03:12:44
2026-07-08,F-1007,NMB_US_Meta_Retargeting_2026Q2,21665,308,215.12,0,2026-08-01 03:12:44
2026-07-09,F-1007,NMB_US_Meta_Retargeting_2026Q2,18004,250,185.93,0,2026-08-01 03:12:44
2026-07-10,F-1007,NMB_US_Meta_Retargeting_2026Q2,23441,372,220.33,0,2026-08-01 03:12:44
2026-07-11,F-1007,NMB_US_Meta_Retargeting_2026Q2,15483,256,141.08,0,2026-08-01 03:12:44
2026-07-12,F-1007,NMB_US_Meta_Retargeting_2026Q2,11318,171,117.13,7,2026-08-01 03:12:44
2026-07-13,F-1007,NMB_US_Meta_Retargeting_2026Q2,21142,363,221.75,9,2026-08-01 03:12:44
2026-07-14,F-1007,NMB_US_Meta_Retargeting_2026Q2,20859,320,192.51,11,2026-08-01 03:12:44
2026-07-15,F-1007,NMB_US_Meta_Retargeting_2026Q2,19952,271,201.82,15,2026-08-01 03:12:44
2026-07-16,F-1007,NMB_US_Meta_Retargeting_2026Q2,22993,336,231.5,6,2026-08-01 03:12:44
2026-07-17,F-1007,NMB_US_Meta_Retargeting_2026Q2,21816,353,194.89,11,2026-08-01 03:12:44
2026-07-18,F-1007,NMB_US_Meta_Retargeting_2026Q2,16214,266,151.33,10,2026-08-01 03:12:44
2026-07-19,F-1007,NMB_US_Meta_Retargeting_2026Q2,11875,158,117.47,7,2026-08-01 03:12:44
2026-07-20,F-1007,NMB_US_Meta_Retargeting_2026Q2,17119,293,178.95,10,2026-08-01 03:12:44
2026-07-21,F-1007,NMB_US_Meta_Retargeting_2026Q2,26500,344,245.53,9,2026-08-01 03:12:44
2026-07-22,F-1007,NMB_US_Meta_Retargeting_2026Q2,25722,329,228.38,15,2026-08-01 03:12:44
2026-07-23,F-1007,NMB_US_Meta_Retargeting_2026Q2,24188,372,215.2,18,2026-08-01 03:12:44
2026-07-24,F-1007,NMB_US_Meta_Retargeting_2026Q2,20963,347,218.35,11,2026-08-01 03:12:44
2026-07-25,F-1007,NMB_US_Meta_Retargeting_2026Q2,15345,241,136.58,17,2026-08-01 03:12:44
2026-07-26,F-1007,NMB_US_Meta_Retargeting_2026Q2,12218,164,123.32,8,2026-08-01 03:12:44
2026-07-27,F-1007,NMB_US_Meta_Retargeting_2026Q2,21256,293,189.27,15,2026-08-01 03:12:44
2026-07-28,F-1007,NMB_US_Meta_Retargeting_2026Q2,20891,319,212.82,11,2026-08-01 03:12:44
2026-07-29,F-1007,NMB_US_Meta_Retargeting_2026Q2,25445,332,214.96,7,2026-08-01 03:12:44
2026-07-29,F-1007,NMB_US_Meta_Retargeting_2026Q2,25445,332,239.5,10,2026-08-04 03:09:10
2026-07-30,F-1007,NMB_US_Meta_Retargeting_2026Q2,24818,371,206.4,13,2026-08-01 03:12:44
2026-07-30,F-1007,NMB_US_Meta_Retargeting_2026Q2,24818,371,239.38,17,2026-08-04 03:09:10
2026-07-31,F-1007,NMB_US_Meta_Retargeting_2026Q2,25359,343,210.43,12,2026-08-01 03:12:44
2026-07-31,F-1007,NMB_US_Meta_Retargeting_2026Q2,25359,343,230.79,15,2026-08-04 03:09:10
2026-05-01,F-1008,Campaign #17 - old test,1886,11,17.93,0,2026-08-01 03:12:44
2026-05-02,F-1008,Campaign #17 - old test,1573,9,14.36,0,2026-08-01 03:12:44
2026-05-03,F-1008,Campaign #17 - old test,1329,8,12.9,0,2026-08-01 03:12:44
2026-05-04,F-1008,Campaign #17 - old test,1922,11,16.86,0,2026-08-01 03:12:44
2026-05-05,F-1008,Campaign #17 - old test,1995,13,19.49,0,2026-08-01 03:12:44
2026-05-06,F-1008,Campaign #17 - old test,1742,10,16.43,0,2026-08-01 03:12:44
2026-05-07,F-1008,Campaign #17 - old test,1708,8,17.64,0,2026-08-01 03:12:44
2026-05-08,F-1008,Campaign #17 - old test,1742,10,17.92,0,2026-08-01 03:12:44
2026-05-09,F-1008,Campaign #17 - old test,1617,9,14.3,0,2026-08-01 03:12:44
2026-05-10,F-1008,Campaign #17 - old test,1324,7,12.72,0,2026-08-01 03:12:44
2026-05-11,F-1008,Campaign #17 - old test,2317,14,20.19,0,2026-08-01 03:12:44
2026-05-12,F-1008,Campaign #17 - old test,1817,11,18.83,0,2026-08-01 03:12:44
2026-05-13,F-1008,Campaign #17 - old test,2487,14,22.5,0,2026-08-01 03:12:44
2026-05-14,F-1008,Campaign #17 - old test,1637,9,16.01,0,2026-08-01 03:12:44
2026-05-15,F-1008,Campaign #17 - old test,1535,9,15.48,0,2026-08-01 03:12:44
2026-05-16,F-1008,Campaign #17 - old test,1329,7,11.97,0,2026-08-01 03:12:44
2026-05-17,F-1008,Campaign #17 - old test,1190,6,12.45,0,2026-08-01 03:12:44
2026-05-18,F-1008,Campaign #17 - old test,1665,10,15.76,0,2026-08-01 03:12:44
2026-05-19,F-1008,Campaign #17 - old test,1627,9,16.69,0,2026-08-01 03:12:44
2026-05-20,F-1008,Campaign #17 - old test,2079,14,19.09,0,2026-08-01 03:12:44
2026-05-21,F-1008,Campaign #17 - old test,2174,11,21.29,0,2026-08-01 03:12:44
2026-05-22,F-1008,Campaign #17 - old test,1724,9,17.93,0,2026-08-01 03:12:44
2026-05-23,F-1008,Campaign #17 - old test,1542,10,13.61,0,2026-08-01 03:12:44
2026-05-24,F-1008,Campaign #17 - old test,1111,6,11.05,0,2026-08-01 03:12:44
2026-05-25,F-1008,Campaign #17 - old test,1482,7,15.22,0,2026-08-01 03:12:44
2026-05-26,F-1008,Campaign #17 - old test,2205,12,19.77,0,2026-08-01 03:12:44
2026-05-27,F-1008,Campaign #17 - old test,1688,9,16.64,0,2026-08-01 03:12:44
2026-05-28,F-1008,Campaign #17 - old test,1752,10,17.85,0,2026-08-01 03:12:44
2026-05-29,F-1008,Campaign #17 - old test,2080,13,18.65,0,2026-08-01 03:12:44
2026-05-30,F-1008,Campaign #17 - old test,1683,10,14.97,1,2026-08-01 03:12:44
2026-05-31,F-1008,Campaign #17 - old test,1017,6,10.53,0,2026-08-01 03:12:44
2026-06-01,F-1008,Campaign #17 - old test,1793,11,15.95,0,2026-08-01 03:12:44
2026-06-02,F-1008,Campaign #17 - old test,2040,10,19.77,0,2026-08-01 03:12:44
2026-06-03,F-1008,Campaign #17 - old test,1762,9,16.72,0,2026-08-01 03:12:44
2026-06-04,F-1008,Campaign #17 - old test,1799,11,16.84,0,2026-08-01 03:12:44
2026-06-05,F-1008,Campaign #17 - old test,1663,9,16.63,0,2026-08-01 03:12:44
2026-06-06,F-1008,Campaign #17 - old test,1789,11,15.76,0,2026-08-01 03:12:44
2026-06-07,F-1008,Campaign #17 - old test,1392,9,13.68,0,2026-08-01 03:12:44
2026-06-08,F-1008,Campaign #17 - old test,1972,12,19.34,0,2026-08-01 03:12:44
2026-06-09,F-1008,Campaign #17 - old test,1942,11,16.89,0,2026-08-01 03:12:44
2026-06-10,F-1008,Campaign #17 - old test,2669,13,23.7,0,2026-08-01 03:12:44
2026-06-11,F-1008,Campaign #17 - old test,1734,11,17.77,0,2026-08-01 03:12:44
2026-06-12,F-1008,Campaign #17 - old test,2211,14,20.37,0,2026-08-01 03:12:44
2026-06-13,F-1008,Campaign #17 - old test,1490,7,12.91,0,2026-08-01 03:12:44
2026-06-14,F-1008,Campaign #17 - old test,1720,9,15.06,0,2026-08-01 03:12:44
2026-06-14,F-1008,Campaign #17 - old test,1720,9,15.06,0,2026-08-01 03:12:44
2026-06-15,F-1008,Campaign #17 - old test,1851,9,17.48,0,2026-08-01 03:12:44
2026-06-16,F-1008,Campaign #17 - old test,2416,14,21.01,0,2026-08-01 03:12:44
2026-06-17,F-1008,Campaign #17 - old test,2612,17,23.68,0,2026-08-01 03:12:44
2026-06-18,F-1008,Campaign #17 - old test,2172,14,19.39,0,2026-08-01 03:12:44
2026-06-19,F-1008,Campaign #17 - old test,2414,14,21.27,0,2026-08-01 03:12:44
2026-06-20,F-1008,Campaign #17 - old test,1561,8,13.89,0,2026-08-01 03:12:44
2026-06-21,F-1008,Campaign #17 - old test,1503,9,14.9,0,2026-08-01 03:12:44
2026-06-22,F-1008,Campaign #17 - old test,2153,13,22.36,0,2026-08-01 03:12:44
2026-06-23,F-1008,Campaign #17 - old test,2147,13,21.75,1,2026-08-01 03:12:44
2026-06-24,F-1008,Campaign #17 - old test,2406,14,21.0,0,2026-08-01 03:12:44
2026-06-25,F-1008,Campaign #17 - old test,1869,12,17.47,0,2026-08-01 03:12:44
2026-06-26,F-1008,Campaign #17 - old test,2183,13,19.9,0,2026-08-01 03:12:44
2026-06-27,F-1008,Campaign #17 - old test,1215,7,12.62,1,2026-08-01 03:12:44
2026-06-28,F-1008,Campaign #17 - old test,1445,7,12.78,0,2026-08-01 03:12:44
2026-06-29,F-1008,Campaign #17 - old test,1892,10,16.37,0,2026-08-01 03:12:44
2026-06-30,F-1008,Campaign #17 - old test,2251,14,23.03,0,2026-08-01 03:12:44
2026-07-01,F-1008,Campaign #17 - old test,2242,13,23.5,0,2026-08-01 03:12:44
2026-07-02,F-1008,Campaign #17 - old test,2228,13,19.54,0,2026-08-01 03:12:44
2026-07-03,F-1008,Campaign #17 - old test,1505,8,15.35,0,2026-08-01 03:12:44
2026-07-04,F-1008,Campaign #17 - old test,1502,9,13.2,0,2026-08-01 03:12:44
2026-07-05,F-1008,Campaign #17 - old test,1124,5,11.81,0,2026-08-01 03:12:44
2026-07-06,F-1008,Campaign #17 - old test,2061,13,21.56,0,2026-08-01 03:12:44
2026-07-07,F-1008,Campaign #17 - old test,1906,9,18.72,0,2026-08-01 03:12:44
2026-07-08,F-1008,Campaign #17 - old test,1740,9,17.69,0,2026-08-01 03:12:44
2026-07-09,F-1008,Campaign #17 - old test,1822,9,18.24,0,2026-08-01 03:12:44
2026-07-10,F-1008,Campaign #17 - old test,1602,9,15.83,0,2026-08-01 03:12:44
2026-07-11,F-1008,Campaign #17 - old test,1666,8,15.81,0,2026-08-01 03:12:44
2026-07-12,F-1008,Campaign #17 - old test,1209,6,11.69,0,2026-08-01 03:12:44
2026-07-13,F-1008,Campaign #17 - old test,2133,12,20.95,0,2026-08-01 03:12:44
2026-07-14,F-1008,Campaign #17 - old test,1828,12,18.25,0,2026-08-01 03:12:44
2026-07-15,F-1008,Campaign #17 - old test,2738,16,24.54,0,2026-08-01 03:12:44
